TIME -> 0 = GOTO -> HITBOX_INIT, TA_INIT


//// STATE ////

$ -> HITBOX_INIT = HITBOX -> 2, 1, 10, 15
$ -> TA_INIT = TRIPLE_ACTION -> CUSTOM(TAKE_STOCK)TAKE_STOCK


//// TAKE STOCK ////

$ -> TAKE_STOCK = GOTO -> ACTION_THREE:CUSTOM(TAKE_STOCK)TAKE_STOCK, TAKE_STOCK_FULL_LIFE
$ -> TAKE_STOCK_FULL_LIFE = PLAYER_FULL_LIFE -> TRUE ? TAKE_STOCK_SCENARIO / TAKE_STOCK_FULL_LIFE_SECOND_VERIFICATION
$ -> TAKE_STOCK_FULL_LIFE_SECOND_VERIFICATION = MEMORY -> NANCY_CANT_HEAL_PLAYER ? TAKE_STOCK_SCENARIO / TALK:TAKE_STOCK_BAD*HEAL

$ -> TAKE_STOCK_SCENARIO = MEMORY -> SCENARIO_BAD ? TAKE_STOCK_SCENARIO_BAD / TAKE_STOCK_SCENARIO_GOOD
$ -> TAKE_STOCK_SCENARIO_BAD = MEMORY -> REBECCA_HAS_YY_KEY ? TALK:TAKE_STOCK_BAD*KEY_IN_POSSESSION / TAKE_STOCK_SCENARIO_BAD_KEY_IN_TRASH
$ -> TAKE_STOCK_SCENARIO_BAD_KEY_IN_TRASH = MEMORY -> KEY_IN_TRASH ? TALK:TAKE_STOCK_BAD*KEY_IN_TRASH / TAKE_STOCK_SCENARIO_BAD_KEY_IN_SHOWER
$ -> TAKE_STOCK_SCENARIO_BAD_KEY_IN_SHOWER = MEMORY -> KEY_IN_SHOWER ? TALK:TAKE_STOCK_BAD*KEY_IN_SHOWER / TAKE_STOCK_SCENARIO_BAD_KEY_ON_IDIOT
$ -> TAKE_STOCK_SCENARIO_BAD_KEY_ON_IDIOT = MEMORY -> REBECCA_KNOW_IDIOT_HAS_YY_KEY ? TALK:TAKE_STOCK_BAD*KEY_ON_IDIOT / TAKE_STOCK_SCENARIO_BAD_ENIGMA
$ -> TAKE_STOCK_SCENARIO_BAD_ENIGMA = MEMORY -> NATHAN_GAVE_RIDDLE ? TALK:TAKE_STOCK_BAD*ENIGMA / TALK:TAKE_STOCK_BAD*NO_ARMORY

$ -> TAKE_STOCK_SCENARIO_GOOD = MEMORY -> HELPED_EVERYONE ? TALK:TAKE_STOCK_GOOD*HELPED_EVERYONE / TAKE_STOCK_SCENARIO_GOOD_ROMEO
